erythrocyte	classical_monocyte	neutrophil	memory_B_cell	plasma_cell	platelet
ENSG00000048649	0.029	0.827	0.196078431372549	1.14644351464435	2.26382978723404	0.36
ENSG00000089693	0.087	0.685	0.461300309597523	0.564853556485356	2.25957446808511	0.21
ENSG00000084092	0.002	0.227	0.0237358101135191	0.205020920502092	1.01276595744681	0.05
ENSG00000114354	0.013	0.354	0.0670794633642931	0.217573221757322	2.00425531914894	0.41
ENSG00000170892	0.008	0.492	0.425180598555212	0.163179916317992	0.629787234042553	0.09
ENSG00000119048	1.192	1.581	1.28173374613003	0.861924686192469	3.02553191489362	0.86
ENSG00000100575	0.004	0.246	0.021671826625387	0.288702928870293	1.54042553191489	0.11
ENSG00000147162	0.052	0.78	0.313725490196078	0.878661087866109	3.23404255319149	0.08
ENSG00000283041	0.007	0.282	0.0340557275541796	0.573221757322176	1.49787234042553	0.19
ENSG00000092847	0.015	0.545	0.0732714138286894	0.213389121338912	0.723404255319149	0.19
ENSG00000104231	0.012	0.246	0.0237358101135191	0.317991631799163	0.774468085106383	0.28
ENSG00000146278	1.338	7.228	3.54592363261094	6.18828451882845	4.45106382978723	0.59
ENSG00000221978	0.015	0.394	0.087719298245614	0.531380753138075	1.63404255319149	0.09
